Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Family_Size,Is_Parent,generation
Graduate,64795.0,0,1,23,412.0,5.0,119.0,38.0,29.0,77.0,3,3,3,12,2,False,False,0,False,False,False,False,59443200000000000,51,680.0,Partner,1,3,True,Gen-X
Graduate,34421.0,1,0,81,3.0,3.0,7.0,6.0,2.0,9.0,1,1,0,2,7,False,False,0,False,False,False,False,60307200000000000,48,30.0,Partner,1,3,True,Gen-X
Postgraduate,47025.0,1,1,6,16.0,0.0,3.0,0.0,0.0,1.0,1,1,0,2,7,False,False,0,False,False,False,False,8208000000000000,57,20.0,Alone,2,3,True,Gen-X
Postgraduate,64325.0,0,1,41,731.0,60.0,353.0,78.0,12.0,73.0,5,10,3,5,7,False,False,0,False,False,False,False,45100800000000000,61,1307.0,Alone,1,2,True,Boomers2
Graduate,40464.0,0,1,78,424.0,17.0,118.0,7.0,23.0,41.0,6,8,2,8,8,False,False,0,False,False,False,False,34560000000000000,69,630.0,Alone,1,2,True,Boomers1
Graduate,62187.0,0,0,49,792.0,0.0,275.0,45.0,45.0,126.0,1,4,8,5,3,False,False,0,False,False,False,False,49939200000000000,65,1283.0,Partner,0,2,False,Boomers2
Postgraduate,14849.0,1,0,39,21.0,2.0,28.0,3.0,2.0,9.0,3,2,0,4,8,False,False,0,False,False,False,False,57628800000000000,46,65.0,Alone,1,2,True,Gen-X
Graduate,27255.0,1,0,3,22.0,1.0,11.0,0.0,1.0,2.0,1,1,0,3,7,False,False,0,False,False,False,False,44323200000000000,38,37.0,Partner,1,3,True,Millenials
Postgraduate,54432.0,2,1,37,33.0,0.0,5.0,0.0,0.0,0.0,1,1,0,3,4,False,False,0,False,False,False,False,39484800000000000,72,38.0,Partner,3,5,True,Boomers1
Postgraduate,29999.0,1,0,22,68.0,7.0,59.0,10.0,5.0,11.0,4,3,1,4,8,False,False,0,False,False,False,False,57110400000000000,36,160.0,Alone,1,2,True,Millenials
Graduate,24072.0,1,0,79,9.0,1.0,6.0,3.0,0.0,4.0,1,1,0,2,8,False,False,0,False,False,False,False,51753600000000000,39,23.0,Alone,1,2,True,Millenials
Postgraduate,33996.0,0,0,46,40.0,2.0,15.0,8.0,0.0,6.0,1,1,1,3,4,False,False,0,False,False,False,False,33868800000000000,33,71.0,Alone,0,1,False,Millenials
Postgraduate,66334.0,0,1,82,909.0,11.0,218.0,0.0,0.0,23.0,2,9,3,5,5,False,False,0,False,False,False,True,55468800000000000,66,1161.0,Partner,1,3,True,Boomers2
Postgraduate,35178.0,1,0,10,23.0,1.0,13.0,2.0,2.0,18.0,1,1,1,2,7,True,False,0,False,False,False,True,37238400000000000,51,59.0,Partner,1,3,True,Gen-X
Graduate,22010.0,1,0,51,11.0,2.0,9.0,3.0,0.0,8.0,2,2,0,3,8,False,False,0,False,False,False,False,45273600000000000,39,33.0,Partner,1,3,True,Millenials
Graduate,62204.0,0,2,38,317.0,46.0,247.0,151.0,46.0,139.0,1,4,5,12,3,False,False,0,False,False,False,False,62812800000000000,62,946.0,Alone,2,3,True,Boomers2
Graduate,75693.0,0,0,10,797.0,153.0,293.0,72.0,97.0,30.0,1,11,4,6,4,False,True,1,True,False,False,True,78364800000000000,54,1442.0,Alone,0,1,False,Gen-X
Graduate,30675.0,1,0,14,10.0,2.0,16.0,11.0,2.0,21.0,1,1,0,3,8,False,False,0,False,False,False,False,62640000000000000,50,62.0,Partner,1,3,True,Gen-X
Graduate,83003.0,0,0,18,856.0,61.0,570.0,40.0,25.0,122.0,1,7,6,8,3,False,False,1,False,False,False,True,55555200000000000,57,1674.0,Partner,0,2,False,Gen-X
Graduate,68655.0,0,0,95,456.0,19.0,832.0,75.0,118.0,38.0,1,4,5,11,3,False,False,0,False,False,False,False,68169600000000000,34,1538.0,Alone,0,1,False,Millenials
Graduate,41411.0,0,0,11,37.0,32.0,38.0,11.0,3.0,18.0,1,2,1,4,6,False,False,0,False,False,False,False,44236800000000000,36,139.0,Alone,0,1,False,Millenials
Postgraduate,55212.0,0,1,65,1103.0,0.0,45.0,0.0,0.0,34.0,3,4,2,11,8,False,True,0,False,True,False,False,64195200000000000,53,1182.0,Partner,1,3,True,Gen-X
Postgraduate,59292.0,0,1,71,378.0,14.0,68.0,19.0,14.0,14.0,2,3,5,8,3,False,False,0,False,False,False,False,46742400000000000,72,507.0,Partner,1,3,True,Boomers1
Undergraduate,27190.0,1,0,13,1.0,6.0,7.0,0.0,1.0,3.0,1,1,0,2,8,True,False,0,False,False,False,True,41299200000000000,49,18.0,Partner,1,3,True,Gen-X
Graduate,82623.0,0,0,58,204.0,34.0,204.0,172.0,153.0,173.0,1,2,9,4,1,False,False,0,False,False,False,False,36374400000000000,70,940.0,Alone,0,1,False,Boomers1
Graduate,44300.0,1,1,65,30.0,0.0,9.0,0.0,0.0,3.0,2,1,0,3,6,False,False,0,False,False,False,False,45878400000000000,57,42.0,Partner,2,4,True,Gen-X
Graduate,84835.0,0,0,0,189.0,104.0,379.0,111.0,189.0,218.0,1,4,4,6,1,False,False,0,False,False,False,True,14947200000000000,52,1190.0,Alone,0,1,False,Gen-X
Graduate,30372.0,1,1,33,15.0,0.0,12.0,7.0,3.0,7.0,3,2,0,3,7,False,False,0,False,False,False,False,61430400000000000,51,44.0,Alone,2,3,True,Gen-X
Postgraduate,33181.0,1,0,90,9.0,0.0,3.0,0.0,0.0,4.0,1,1,0,2,6,True,False,0,False,False,False,False,24192000000000000,46,16.0,Partner,1,3,True,Gen-X
Graduate,71113.0,0,1,95,495.0,33.0,255.0,11.0,33.0,8.0,4,6,7,9,4,False,False,0,False,False,False,False,30585600000000000,65,835.0,Partner,1,3,True,Boomers2
Graduate,71952.0,1,0,93,656.0,80.0,455.0,52.0,107.0,93.0,2,8,4,8,4,True,False,1,False,False,False,False,37238400000000000,36,1443.0,Partner,1,3,True,Millenials
Postgraduate,69759.0,0,0,38,452.0,20.0,514.0,13.0,30.0,0.0,3,4,6,5,3,False,False,0,False,False,False,True,34905600000000000,56,1029.0,Alone,0,1,False,Gen-X
Graduate,72099.0,0,0,18,546.0,91.0,410.0,119.0,0.0,22.0,1,3,4,10,1,False,False,0,False,False,False,False,66528000000000000,48,1188.0,Partner,0,2,False,Gen-X
Postgraduate,60000.0,0,1,57,1048.0,0.0,217.0,0.0,0.0,12.0,5,11,3,5,6,False,False,0,False,False,False,False,61689600000000000,46,1277.0,Alone,1,2,True,Gen-X
Graduate,38643.0,1,1,45,22.0,2.0,14.0,0.0,1.0,10.0,2,2,0,3,7,False,False,0,False,False,True,False,32140800000000000,44,49.0,Alone,2,3,True,Gen-X
Graduate,50737.0,0,1,61,78.0,0.0,11.0,0.0,0.0,10.0,1,2,0,4,6,False,True,0,False,False,False,False,34214400000000000,67,99.0,Partner,1,3,True,Boomers2
Postgraduate,68462.0,0,0,6,561.0,64.0,785.0,84.0,128.0,48.0,1,3,3,8,1,False,False,0,False,False,False,False,62553600000000000,53,1670.0,Partner,0,2,False,Gen-X
Postgraduate,65073.0,0,0,65,629.0,17.0,177.0,69.0,0.0,8.0,1,5,3,5,2,False,False,0,False,False,True,False,40867200000000000,79,900.0,Partner,0,2,False,Post-War
Postgraduate,46681.0,0,2,52,269.0,15.0,69.0,15.0,19.0,38.0,2,4,6,4,5,False,False,0,False,False,False,False,41731200000000000,74,425.0,Partner,2,4,True,Boomers1
Graduate,78618.0,0,0,87,736.0,163.0,818.0,212.0,163.0,61.0,1,4,7,10,2,False,True,0,False,False,False,False,69033600000000000,65,2153.0,Partner,0,2,False,Boomers2
Postgraduate,62187.0,0,1,38,512.0,0.0,83.0,0.0,0.0,41.0,3,6,2,10,4,False,False,0,False,False,False,False,22377600000000000,53,636.0,Alone,1,2,True,Gen-X
Graduate,28442.0,2,0,53,19.0,3.0,10.0,11.0,8.0,6.0,3,2,1,4,4,False,False,0,False,False,False,False,24624000000000000,44,57.0,Partner,2,4,True,Gen-X
Postgraduate,37717.0,1,0,31,9.0,0.0,6.0,4.0,1.0,5.0,1,1,0,2,9,False,False,0,False,False,False,False,64195200000000000,44,25.0,Partner,1,3,True,Gen-X
Graduate,51479.0,1,1,67,247.0,8.0,160.0,6.0,8.0,65.0,7,6,3,6,7,False,False,0,False,False,False,False,61171200000000000,55,494.0,Partner,2,4,True,Gen-X
Graduate,54803.0,0,1,65,404.0,0.0,92.0,28.0,27.0,142.0,2,6,2,9,4,False,False,0,False,False,False,False,72316800000000000,53,693.0,Alone,1,2,True,Gen-X
Graduate,79530.0,0,0,64,333.0,0.0,815.0,129.0,42.0,29.0,1,4,10,11,2,False,False,0,False,False,False,False,49075200000000000,62,1348.0,Partner,0,2,False,Boomers2
Graduate,31615.0,1,0,82,2.0,3.0,20.0,6.0,11.0,9.0,2,2,0,3,7,False,False,0,False,False,False,False,54432000000000000,46,51.0,Alone,1,2,True,Gen-X
Graduate,72025.0,0,0,27,833.0,33.0,549.0,151.0,133.0,233.0,1,4,3,8,3,False,False,0,False,False,False,False,64713600000000000,60,1932.0,Partner,0,2,False,Boomers2
Postgraduate,52614.0,0,1,63,789.0,0.0,142.0,12.0,9.0,38.0,2,2,4,8,8,False,False,0,False,False,False,False,91497600000000000,47,990.0,Alone,1,2,True,Gen-X
Undergraduate,35684.0,1,0,66,10.0,4.0,7.0,0.0,6.0,3.0,1,1,0,3,6,False,False,0,False,False,False,False,19699200000000000,38,30.0,Partner,1,3,True,Millenials
Graduate,48178.0,1,1,69,159.0,4.0,45.0,6.0,2.0,38.0,6,5,1,4,8,False,False,0,False,False,False,False,66441600000000000,47,254.0,Partner,2,4,True,Gen-X
Postgraduate,29548.0,1,0,52,7.0,1.0,6.0,3.0,1.0,11.0,1,1,1,2,4,True,False,0,False,False,False,False,40089600000000000,52,29.0,Alone,1,2,True,Gen-X
Graduate,63810.0,0,1,45,977.0,12.0,253.0,16.0,12.0,101.0,4,4,3,12,8,False,True,0,False,False,False,False,65232000000000000,56,1371.0,Alone,1,2,True,Gen-X
Postgraduate,38578.0,1,1,2,38.0,4.0,22.0,3.0,3.0,3.0,3,3,0,3,8,False,False,0,False,False,False,True,45964800000000000,50,73.0,Alone,2,3,True,Gen-X
Postgraduate,46098.0,1,1,86,57.0,0.0,27.0,0.0,0.0,36.0,4,3,2,2,8,False,False,0,False,False,False,False,72576000000000000,47,120.0,Alone,2,3,True,Gen-X
Graduate,22585.0,0,0,23,3.0,9.0,15.0,13.0,2.0,39.0,1,1,1,2,9,True,False,0,False,False,False,True,54259200000000000,52,81.0,Alone,0,1,False,Gen-X
Graduate,30279.0,1,0,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,False,False,0,False,False,False,False,60998400000000000,33,37.0,Alone,1,2,True,Millenials
Postgraduate,66426.0,0,1,14,1043.0,24.0,97.0,32.0,24.0,157.0,2,3,5,10,6,False,False,0,False,False,False,False,57369600000000000,61,1377.0,Partner,1,3,True,Boomers2
Graduate,30822.0,1,0,92,3.0,9.0,13.0,2.0,12.0,12.0,1,1,0,3,7,False,False,0,False,False,False,False,46656000000000000,53,51.0,Alone,1,2,True,Gen-X
Postgraduate,33581.0,2,0,38,11.0,0.0,5.0,0.0,0.0,1.0,1,1,0,2,8,False,False,0,False,False,False,False,42508800000000000,53,17.0,Partner,2,4,True,Gen-X
Graduate,19986.0,1,0,74,3.0,6.0,5.0,0.0,2.0,6.0,1,0,0,3,7,False,False,0,False,False,False,False,33436800000000000,37,22.0,Partner,1,3,True,Millenials
Graduate,27421.0,0,0,14,43.0,12.0,96.0,78.0,40.0,55.0,3,4,1,6,7,False,False,0,False,False,False,False,62553600000000000,68,324.0,Alone,0,1,False,Boomers1
Undergraduate,35688.0,2,1,94,73.0,3.0,90.0,12.0,1.0,32.0,7,4,1,4,8,False,False,0,False,False,False,False,72230400000000000,49,211.0,Partner,3,5,True,Gen-X
Postgraduate,36143.0,1,0,33,12.0,0.0,1.0,0.0,0.0,6.0,1,0,1,2,3,False,False,0,False,False,False,False,21686400000000000,41,19.0,Alone,1,2,True,Millenials
Graduate,10245.0,1,0,32,4.0,7.0,7.0,6.0,4.0,13.0,3,1,2,2,5,False,False,0,False,False,False,False,49248000000000000,51,41.0,Alone,1,2,True,Gen-X
Postgraduate,43795.0,0,1,11,314.0,11.0,53.0,4.0,3.0,107.0,3,7,3,4,7,False,True,0,False,False,False,True,35942400000000000,54,492.0,Partner,1,3,True,Gen-X
Graduate,63381.0,0,1,78,571.0,50.0,142.0,33.0,50.0,159.0,4,4,5,13,2,False,False,0,False,False,False,False,81216000000000000,62,1005.0,Partner,1,3,True,Boomers2
Graduate,38823.0,0,1,56,70.0,0.0,11.0,2.0,8.0,23.0,1,2,1,3,6,False,False,0,False,False,False,False,71539200000000000,73,114.0,Partner,1,3,True,Boomers1
Postgraduate,83664.0,1,1,57,866.0,21.0,151.0,28.0,21.0,86.0,3,2,2,12,5,False,False,0,False,False,False,False,42163200000000000,54,1173.0,Alone,2,3,True,Gen-X
Graduate,90300.0,0,0,7,594.0,134.0,786.0,33.0,134.0,57.0,0,5,6,8,1,False,False,1,False,False,False,False,24192000000000000,43,1738.0,Partner,0,2,False,Gen-X
Postgraduate,62499.0,1,0,0,140.0,4.0,61.0,0.0,13.0,4.0,2,3,1,6,4,False,False,0,False,False,False,False,38880000000000000,43,222.0,Partner,1,3,True,Gen-X
Graduate,74293.0,0,0,66,375.0,152.0,335.0,93.0,91.0,81.0,1,5,4,6,2,False,False,0,False,False,False,False,21168000000000000,29,1127.0,Alone,0,1,False,Millenials
Postgraduate,51012.0,0,0,86,102.0,9.0,63.0,2.0,9.0,24.0,1,4,1,4,6,False,False,0,False,False,False,False,51580800000000000,76,209.0,Partner,0,2,False,Boomers1
Postgraduate,70777.0,0,1,80,554.0,35.0,113.0,0.0,7.0,78.0,3,5,3,12,3,False,False,0,False,False,False,False,24537600000000000,54,787.0,Partner,1,3,True,Gen-X
Postgraduate,68682.0,0,0,56,919.0,0.0,505.0,99.0,30.0,45.0,1,4,9,10,2,False,False,0,False,False,False,False,47001600000000000,31,1598.0,Partner,0,2,False,Millenials
Graduate,43824.0,1,1,18,96.0,1.0,42.0,12.0,3.0,32.0,4,3,1,4,8,False,False,0,False,False,False,False,70156800000000000,51,186.0,Partner,2,4,True,Gen-X
Graduate,15345.0,1,0,51,5.0,2.0,16.0,3.0,2.0,19.0,2,1,1,2,8,False,False,0,False,False,False,True,71452800000000000,38,47.0,Partner,1,3,True,Millenials
Graduate,23442.0,1,0,71,2.0,0.0,6.0,8.0,6.0,5.0,1,1,0,3,7,False,False,0,False,False,False,False,61516800000000000,35,27.0,Alone,1,2,True,Millenials
Undergraduate,14515.0,1,0,71,6.0,4.0,9.0,6.0,36.0,35.0,4,2,2,3,7,False,False,0,False,False,False,True,70502400000000000,42,96.0,Partner,1,3,True,Gen-X
Undergraduate,31395.0,1,1,80,23.0,1.0,25.0,0.0,8.0,7.0,4,2,1,3,6,False,False,0,False,False,False,False,53827200000000000,66,64.0,Alone,2,3,True,Boomers2
Graduate,75276.0,0,0,2,610.0,105.0,125.0,137.0,42.0,21.0,1,9,4,9,5,False,False,0,False,False,False,False,69120000000000000,57,1040.0,Partner,0,2,False,Gen-X
Graduate,42373.0,1,1,83,67.0,5.0,61.0,3.0,8.0,19.0,5,2,1,5,5,False,False,0,False,False,False,False,41299200000000000,48,163.0,Alone,2,3,True,Gen-X
Graduate,30507.0,0,0,29,65.0,36.0,74.0,38.0,20.0,110.0,1,5,1,4,7,False,False,0,False,False,False,False,34387200000000000,62,343.0,Partner,0,2,False,Boomers2
Postgraduate,55521.0,1,2,11,416.0,0.0,26.0,0.0,0.0,4.0,9,6,3,6,7,False,True,0,False,False,False,True,35424000000000000,67,446.0,Alone,3,4,True,Boomers2
Graduate,48006.0,1,1,55,23.0,0.0,11.0,3.0,2.0,2.0,1,1,0,3,6,False,False,0,False,False,False,False,7862400000000000,57,41.0,Partner,2,4,True,Gen-X
Postgraduate,27213.0,1,0,19,19.0,3.0,26.0,10.0,9.0,3.0,3,2,0,4,8,False,False,0,False,False,False,True,71539200000000000,50,70.0,Alone,1,2,True,Gen-X
Postgraduate,65808.0,1,1,1,155.0,7.0,80.0,13.0,7.0,10.0,3,5,1,5,6,False,False,0,False,False,False,False,16416000000000000,51,272.0,Alone,2,3,True,Gen-X
Postgraduate,30351.0,1,0,19,14.0,0.0,24.0,3.0,3.0,2.0,1,3,0,2,9,False,False,0,False,False,False,False,47347200000000000,48,46.0,Partner,1,3,True,Gen-X
Graduate,50437.0,0,2,28,370.0,9.0,92.0,6.0,9.0,4.0,3,7,1,8,7,False,False,0,False,False,False,False,67392000000000000,59,490.0,Partner,2,4,True,Boomers2
Undergraduate,23616.0,1,0,76,4.0,22.0,11.0,3.0,7.0,32.0,2,3,0,3,8,False,False,0,False,False,False,True,64713600000000000,40,79.0,Alone,1,2,True,Millenials
Graduate,53858.0,0,1,50,407.0,53.0,221.0,58.0,150.0,26.0,4,4,3,6,4,False,False,0,False,False,False,False,70502400000000000,46,915.0,Partner,1,3,True,Gen-X
Postgraduate,66465.0,0,1,1,1200.0,0.0,204.0,38.0,29.0,14.0,3,11,9,12,6,False,False,0,True,False,False,False,53222400000000000,67,1485.0,Partner,1,3,True,Boomers2
Graduate,46923.0,1,0,90,85.0,44.0,54.0,102.0,78.0,6.0,3,5,1,7,7,False,False,0,False,False,False,False,72230400000000000,35,369.0,Alone,1,2,True,Millenials
Graduate,75072.0,0,1,83,583.0,34.0,309.0,0.0,22.0,125.0,2,5,4,8,3,False,False,0,False,False,False,False,58924800000000000,60,1073.0,Partner,1,3,True,Boomers2
Postgraduate,75865.0,0,0,73,483.0,0.0,591.0,156.0,0.0,12.0,1,3,5,10,1,False,False,0,False,False,False,False,21600000000000000,79,1242.0,Partner,0,2,False,Post-War
Undergraduate,19789.0,1,0,24,2.0,5.0,9.0,28.0,6.0,28.0,3,2,1,3,5,True,False,0,False,False,False,False,32918400000000000,47,78.0,Partner,1,3,True,Gen-X
Graduate,80134.0,0,0,11,966.0,26.0,282.0,52.0,26.0,26.0,1,2,7,11,5,False,True,1,True,True,False,False,25488000000000000,28,1378.0,Partner,0,2,False,Millenials
Graduate,91065.0,0,0,33,822.0,114.0,108.0,179.0,137.0,114.0,1,7,9,9,3,False,False,1,True,False,False,True,56332800000000000,41,1474.0,Alone,0,1,False,Millenials
Postgraduate,49505.0,1,1,4,604.0,0.0,100.0,19.0,0.0,28.0,9,10,2,8,8,False,False,0,False,False,False,False,50284800000000000,51,751.0,Partner,2,4,True,Gen-X
Postgraduate,37401.0,1,0,14,19.0,3.0,19.0,3.0,1.0,3.0,2,2,0,3,7,False,False,0,False,False,False,False,15897600000000000,49,48.0,Partner,1,3,True,Gen-X
Graduate,30096.0,1,0,30,5.0,3.0,11.0,12.0,5.0,9.0,1,2,0,3,6,False,False,0,False,False,False,False,17107200000000000,39,45.0,Partner,1,3,True,Millenials
Postgraduate,18492.0,1,0,75,2.0,2.0,2.0,2.0,1.0,1.0,1,1,0,2,8,False,False,0,False,False,False,False,18489600000000000,40,10.0,Partner,1,3,True,Millenials
Postgraduate,82584.0,0,0,26,1076.0,68.0,103.0,29.0,91.0,68.0,1,3,4,8,1,False,True,1,False,False,False,True,52617600000000000,48,1435.0,Partner,0,2,False,Gen-X
Postgraduate,93027.0,0,0,77,1285.0,42.0,716.0,55.0,0.0,21.0,0,7,10,5,2,False,False,1,False,False,False,False,52012800000000000,81,2119.0,Partner,0,2,False,Post-War
Graduate,48686.0,1,2,8,10.0,0.0,7.0,2.0,0.0,1.0,1,1,0,2,8,False,False,0,False,False,False,False,52099200000000000,69,20.0,Partner,3,5,True,Boomers1
Graduate,92910.0,0,0,42,551.0,137.0,792.0,179.0,103.0,33.0,1,6,7,13,1,False,True,1,True,False,False,False,19526400000000000,36,1795.0,Partner,0,2,False,Millenials
Graduate,75433.0,1,0,28,800.0,0.0,297.0,0.0,34.0,57.0,2,2,5,10,6,False,True,0,True,False,False,False,18662400000000000,33,1188.0,Partner,1,3,True,Millenials
Undergraduate,10404.0,1,0,52,2.0,2.0,11.0,10.0,6.0,12.0,2,1,0,4,5,False,False,0,False,False,False,False,21168000000000000,33,43.0,Partner,1,3,True,Millenials
Graduate,61314.0,0,1,1,378.0,0.0,189.0,97.0,172.0,172.0,2,5,5,12,3,False,False,0,False,False,False,False,50976000000000000,54,1008.0,Partner,1,3,True,Gen-X
Postgraduate,84865.0,0,0,1,1248.0,16.0,349.0,43.0,16.0,16.0,1,2,4,9,4,False,True,1,True,True,False,True,39484800000000000,61,1688.0,Alone,0,1,False,Boomers2
Graduate,42387.0,1,0,42,235.0,0.0,235.0,19.0,4.0,191.0,5,8,1,7,8,False,False,0,False,False,False,False,66355200000000000,33,684.0,Partner,1,3,True,Millenials
Undergraduate,67309.0,1,1,76,515.0,47.0,181.0,149.0,95.0,95.0,15,9,6,9,7,False,False,0,False,False,False,False,58924800000000000,55,1082.0,Partner,2,4,True,Gen-X
Graduate,75236.0,0,1,27,438.0,66.0,400.0,12.0,38.0,114.0,1,8,3,13,4,False,False,0,False,False,False,False,32486400000000000,58,1068.0,Partner,1,3,True,Boomers2
Graduate,30015.0,1,0,28,25.0,0.0,22.0,2.0,3.0,5.0,2,1,0,4,5,False,False,0,False,False,False,False,26524800000000000,52,57.0,Alone,1,2,True,Gen-X
Postgraduate,50943.0,0,1,49,31.0,0.0,7.0,2.0,0.0,6.0,1,1,0,3,5,False,False,0,False,False,False,False,46051200000000000,66,46.0,Partner,1,3,True,Boomers2
Graduate,67272.0,0,1,12,357.0,35.0,271.0,28.0,28.0,14.0,3,6,2,12,5,False,False,0,False,False,False,False,30240000000000000,56,733.0,Alone,1,2,True,Gen-X
Postgraduate,51529.0,0,1,14,400.0,4.0,35.0,6.0,0.0,22.0,2,9,1,5,8,False,False,0,False,False,False,False,44496000000000000,73,467.0,Alone,1,2,True,Boomers1
Postgraduate,32011.0,1,0,89,99.0,0.0,15.0,2.0,1.0,5.0,3,2,1,4,7,False,False,0,False,False,False,False,40694400000000000,51,122.0,Partner,1,3,True,Gen-X
Undergraduate,7500.0,1,0,96,1.0,11.0,5.0,4.0,6.0,9.0,2,2,0,3,8,False,False,0,False,False,False,False,45100800000000000,36,36.0,Partner,1,3,True,Millenials
Graduate,28691.0,1,0,56,5.0,4.0,13.0,8.0,0.0,4.0,1,1,0,3,8,False,False,0,False,False,False,False,52531200000000000,33,34.0,Partner,1,3,True,Millenials
Postgraduate,56223.0,0,1,72,77.0,28.0,31.0,16.0,0.0,4.0,2,2,1,5,4,False,False,0,False,False,False,False,30326400000000000,74,156.0,Partner,1,3,True,Boomers1
Graduate,18100.0,0,0,14,3.0,1.0,2.0,4.0,3.0,1.0,1,0,0,3,5,False,False,0,False,False,False,False,47174400000000000,76,14.0,Partner,0,2,False,Boomers1
Graduate,30279.0,1,0,13,10.0,4.0,14.0,4.0,4.0,1.0,1,1,0,3,8,False,False,0,False,False,False,False,60998400000000000,33,37.0,Alone,1,2,True,Millenials
Undergraduate,20130.0,0,0,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,False,False,0,False,False,False,False,22809600000000000,48,34.0,Partner,0,2,False,Gen-X
Graduate,23295.0,0,0,72,0.0,0.0,1.0,2.0,12.0,5.0,1,1,0,2,8,False,False,0,False,False,False,False,44150400000000000,63,20.0,Alone,0,1,False,Boomers2
Postgraduate,42618.0,1,0,92,76.0,14.0,74.0,13.0,5.0,10.0,2,5,0,4,8,False,False,0,False,False,False,False,39052800000000000,50,192.0,Alone,1,2,True,Gen-X
Graduate,81246.0,0,0,87,398.0,190.0,537.0,61.0,156.0,37.0,1,4,5,7,1,True,False,0,True,False,False,False,29548800000000000,58,1379.0,Alone,0,1,False,Boomers2
Graduate,24027.0,1,0,7,14.0,7.0,11.0,11.0,0.0,5.0,2,2,0,3,8,False,False,0,False,False,False,False,39398400000000000,46,48.0,Partner,1,3,True,Gen-X
Postgraduate,55707.0,0,1,91,208.0,7.0,82.0,30.0,66.0,35.0,2,3,2,9,3,False,False,0,False,False,False,False,30153600000000000,69,428.0,Partner,1,3,True,Boomers1
Graduate,57959.0,0,1,71,430.0,16.0,322.0,43.0,24.0,33.0,5,4,7,11,3,False,False,0,False,False,False,False,57801600000000000,67,868.0,Alone,1,2,True,Boomers2
Graduate,56796.0,0,1,24,656.0,38.0,161.0,62.0,47.0,37.0,3,8,9,7,7,False,False,0,False,False,False,False,56851200000000000,53,1001.0,Partner,1,3,True,Gen-X
Postgraduate,36230.0,1,0,17,14.0,2.0,30.0,8.0,2.0,3.0,1,2,0,4,5,False,False,0,False,False,False,False,35856000000000000,51,59.0,Alone,1,2,True,Gen-X
Undergraduate,70829.0,1,1,87,141.0,70.0,106.0,72.0,19.0,23.0,2,4,2,8,3,False,False,0,False,False,False,False,59875200000000000,42,431.0,Partner,2,4,True,Gen-X
Graduate,65991.0,0,1,21,507.0,19.0,364.0,25.0,47.0,9.0,3,9,5,10,7,False,False,0,False,False,False,False,76032000000000000,46,971.0,Partner,1,3,True,Gen-X
Graduate,38988.0,1,2,90,164.0,24.0,103.0,12.0,3.0,42.0,7,5,1,6,8,False,False,0,False,False,False,False,72403200000000000,50,348.0,Partner,3,5,True,Gen-X
Undergraduate,89572.0,0,0,44,606.0,24.0,974.0,197.0,194.0,64.0,1,7,7,9,4,False,True,0,True,False,False,True,70156800000000000,56,2059.0,Alone,0,1,False,Gen-X
Postgraduate,42207.0,1,0,71,116.0,11.0,72.0,3.0,17.0,46.0,4,4,1,5,6,True,False,0,False,False,False,True,60566400000000000,38,265.0,Partner,1,3,True,Millenials
Graduate,50300.0,0,1,52,143.0,15.0,60.0,24.0,23.0,5.0,2,2,1,8,2,False,False,0,False,False,False,False,16848000000000000,70,270.0,Partner,1,3,True,Boomers1
Undergraduate,66664.0,0,0,78,398.0,96.0,447.0,220.0,96.0,32.0,1,5,7,6,3,False,False,0,False,False,False,False,69292800000000000,40,1289.0,Partner,0,2,False,Millenials
Graduate,60597.0,0,1,2,522.0,0.0,257.0,32.0,16.0,66.0,4,2,2,8,7,False,False,0,True,False,False,True,29289600000000000,58,893.0,Partner,1,3,True,Boomers2
Graduate,70165.0,0,0,60,161.0,0.0,253.0,199.0,191.0,122.0,1,3,7,11,1,False,False,0,False,False,False,False,38016000000000000,73,926.0,Alone,0,1,False,Boomers1
Postgraduate,50520.0,0,1,25,112.0,0.0,6.0,2.0,1.0,14.0,2,3,1,3,6,False,False,0,False,False,False,False,26956800000000000,64,135.0,Alone,1,2,True,Boomers2
Graduate,80124.0,0,0,47,483.0,84.0,398.0,205.0,84.0,241.0,1,3,7,8,1,True,False,0,False,False,False,False,14083200000000000,59,1495.0,Partner,0,2,False,Boomers2
Graduate,33183.0,1,0,46,7.0,5.0,39.0,17.0,15.0,37.0,2,4,0,3,7,False,False,0,False,False,False,False,24624000000000000,47,120.0,Partner,1,3,True,Gen-X
Postgraduate,66582.0,0,0,83,789.0,25.0,420.0,16.0,38.0,0.0,1,2,8,9,1,False,False,0,False,False,False,False,24019200000000000,53,1288.0,Alone,0,1,False,Gen-X
Postgraduate,75261.0,0,0,17,1239.0,17.0,413.0,23.0,34.0,17.0,1,5,6,5,2,False,True,1,False,False,False,True,51148800000000000,67,1743.0,Partner,0,2,False,Boomers2
